ticket_id,created_at,customer_name,plan,subject,body,category,priority,resolution,resolved_at,suspect_by_llm,suspect_category,suspect_priority,suspect_confidence,suspect_reason,llm_model
TK-0713,2025-02-19T10:16:40Z,Northwind Logistics,Enterprise,How to customize the sidebar navigation,"I find the default sidebar layout a bit confusing. Is it possible to reorder the navigation items or hide sections we don't use? For example, we never use the 'Goals' or 'Wiki' features and they just take up space.",account,high,"Sidebar customization available in Settings > Interface > Sidebar. Can reorder, hide, and pin navigation items. Changes are per-user (each team member can customize their own). For workspace-wide defaults: Admin > Interface Defaults. Shared customization guide (KB-1085).",2025-02-21T07:50:44.756192Z,True,False,True,0.95,"A cosmetic UI customization question about sidebar navigation is low priority, not high.",claude-sonnet-4-6
TK-0715,2025-02-22T04:31:32Z,Ironpeak Systems,Enterprise,How do I change my notification preferences?,Quick question — how do I adjust which email notifications I receive? I'm getting too many alerts for things that aren't relevant to me. I looked in settings but couldn't find the notification preferences page.,account,high,"Directed to Settings > Notifications > Email Preferences. Walked through the options: can toggle notifications per project, per event type, and set quiet hours. Sent KB-1012 notification management guide.",2025-02-24T00:29:53.386392Z,True,False,True,0.95,"A routine question about adjusting notification preferences is low priority, not high.",claude-sonnet-4-6
TK-0728,2025-02-25T01:47:21Z,Horizon Tech,Enterprise,How to archive completed projects,We have about 30 completed projects cluttering our workspace. How do I archive them so they're out of the way but still accessible if we need to reference them later?,account,high,"Projects > Select project > Settings > Archive. Archived projects move to the Archive section (sidebar). Still fully searchable and accessible, just hidden from the main view. Can bulk archive: Projects > Select multiple > Actions > Archive. Sent guide on archive management (KB-1075).",2025-02-26T15:15:34.797954Z,True,False,True,0.93,"A how-to question about archiving completed projects is a low-priority informational request, not high.",claude-sonnet-4-6
TK-0736,2025-02-28T22:51:30Z,Polaris Navigation,Enterprise,App crashes on mobile when opening projects,"The Steadfast iOS app crashes immediately when I try to open any project with more than about 50 tasks. It just freezes for a second then goes back to the home screen. I'm on iPhone 15 Pro with the latest app version and iOS 18. This happens every single time, not intermittently.",performance,high,Identified a crash caused by the task list component trying to render all tasks at once instead of using lazy loading. The memory usage spike exceeded the iOS app memory limit. Fix deployed in app v2.15.1: implemented virtual scrolling for task lists and reduced initial fetch to 20 tasks with pagination. Crash rate dropped to zero in testing.,2025-03-02T14:59:25.605911Z,False,False,False,0.0,,claude-sonnet-4-6
TK-0740,2025-03-03T06:48:42Z,Palladium Ventures,Enterprise,Need information about our SLA terms,"We're doing an internal review of all our vendor SLAs and need detailed information about our current SLA with Steadfast. Specifically: uptime guarantees, response time commitments, penalty clauses for SLA breaches, and the escalation process. Can you send us the full SLA document?",account,low,"Sent the Enterprise SLA document (v2024). Key terms: 99.95% uptime guarantee, 15-min response for P1 issues, 2-hour response for P2, service credits for SLA breaches (10% credit per 0.1% below target). Also sent the escalation matrix and quarterly SLA compliance report for their account.",2025-03-05T03:57:35.164248Z,False,False,False,0.0,,claude-sonnet-4-6
TK-0741,2025-03-04T06:44:15Z,Sterling Manufacturing,Growth,Charged wrong amount after upgrading to Growth plan,"We upgraded from Starter to Growth last week and our first invoice shows $4,500 instead of the expected $3,200. We have 80 seats at $40/seat/month. The math doesn't add up. Can you explain the charge or issue a correction?",billing,high,The tax calculation was applying a 12% rate instead of the correct 8.5% for the customer's jurisdiction. Corrected the tax rate in the billing system and issued a credit of $157.50 for the overcharge. Future invoices will reflect the correct tax rate.,2025-03-05T23:38:54.761027Z,False,False,False,0.0,,claude-sonnet-4-6
TK-0763,2025-03-08T01:54:45Z,Quantum Legal,Enterprise,Looking for best practices on task naming conventions,"Our workspace is getting messy with inconsistent task names. Some people write full sentences, others use abbreviations. We want to establish naming conventions. Do you have any recommended guidelines or examples of how other companies organize this?",account,critical,"Shared our Task Naming Best Practices guide (KB-1080). Recommended format: [Action verb] + [Object] + [Context]. Examples: 'Design homepage mockup for Q2 launch', 'Fix login timeout on mobile'. Also recommended using task prefixes by type (BUG-, FEAT-, TASK-). Sent 3 customer case studies on workspace organization.",2025-03-09T00:02:43.715891Z,True,False,True,0.97,"A request for best practices on task naming conventions is a low-urgency informational question, not critical priority.",claude-sonnet-4-6
TK-0775,2028-01-01T07:17:25Z,Frostbyte Gaming,Enterprise,Need to update our SSO certificate,"Our IdP certificate is expiring next week and we need to update it in Steadfast. Last time we did this, SSO broke for a few hours. Can you guide us through the process to minimize disruption?",security,medium,"Guided through zero-downtime certificate rotation: 1) Upload new cert while keeping old active, 2) Test with admin account, 3) Mark new cert as primary, 4) Remove old cert after 24h. Process completed without any SSO disruption.",2028-01-02T13:34:17.466908Z,False,False,False,0.0,,claude-sonnet-4-6
TK-0776,2028-04-10T01:49:29Z,Cornerstone Digital,Starter,Issue with workspace permissions after migration,"After migrating our workspace to the new region, some team members lost their custom permissions. They can still access the workspace but their project-specific permissions were reset to defaults. Need to restore their access levels.",security,high,Workspace migration preserved role assignments but not project-level custom permissions. Exported the pre-migration permission snapshot and re-applied project permissions. Also filed ENG-4555 to include project permissions in future migrations.,2028-04-11T06:16:36.858967Z,False,False,False,0.0,,claude-sonnet-4-6
TK-0780,2024-09-12T14:30:00Z,Cobalt Learning,Enterprise,Workspace Blueprint not applying default channels,"We set up a Workspace Blueprint to auto-configure new department spaces with default channels (#general, #standups, #escalations) but when we create a new space from the Blueprint, the channels aren't being created. The Blueprint preview shows them correctly. We've tried recreating the Blueprint from scratch but same issue. This is blocking our Q2 department expansion.",bug,high,Confirmed bug in Blueprint channel provisioning. The channel creation step was failing silently when the creating user didn't have channel-admin permissions in the parent workspace. Fix: Blueprint execution now uses system-level permissions for channel creation. Deployed in v3.15.0. Customer's Blueprint now works correctly.,2024-09-13T09:15:00Z,False,False,False,0.0,,claude-sonnet-4-6
TK-0784,2024-10-03T10:00:00Z,Streamline HR,Growth,How do Workspace Blueprints work?,We heard about Workspace Blueprints from another Steadfast customer. Can you explain what they are and how to set one up? We want to create a standard project structure that all new teams use when they join our workspace. We're on the Growth plan — is this available to us?,onboarding,low,"Explained Workspace Blueprints: templates that define the default structure (spaces, channels, permission groups, workflow rules) applied when creating new organizational units. Available on Growth and Enterprise. Directed to Settings > Workspace > Blueprints. Sent Blueprint setup guide (KB-1095). Recommended starting with a simple Blueprint for one team structure before expanding.",2024-10-03T16:45:00Z,False,False,False,0.0,,claude-sonnet-4-6
TK-0786,2024-11-15T08:20:00Z,Ironpeak Systems,Enterprise,Pulse Check reports showing stale data,Our weekly Pulse Check reports are showing data from 2 weeks ago instead of the current week. We depend on Pulse Check for our executive standups every Monday. The timestamp on the report says it was generated Sunday at midnight (correct) but the data inside is from the previous cycle. Other reports generate fine — it's just Pulse Check.,bug,high,Pulse Check reports cache the underlying dataset query to reduce load. The cache TTL was set to 14 days instead of 7 days after a config migration. Reset TTL to 7 days for the Pulse Check report type. Manually invalidated the customer's cached report. Next week's Pulse Check will pull fresh data. Filed ENG-4601 to add cache freshness indicator to report headers.,2024-11-15T11:30:00Z,False,False,False,0.0,,claude-sonnet-4-6
TK-0788,2024-08-22T13:00:00Z,Redwood Pharma,Enterprise,Can we customize the Pulse Check metrics?,"The default Pulse Check report includes metrics like task velocity and completion rate but we'd like to add custom KPIs — specifically regulatory submission tracking and audit trail completeness. Is it possible to add custom metrics to Pulse Check, or do we need to build a separate report?",feature_request,low,"Currently Pulse Check supports only the default metric set (velocity, completion rate, overdue %, active contributors). Custom metrics are on the roadmap (FR-3001). Workaround: create a custom report with the additional KPIs and schedule it to run alongside Pulse Check. Shared our Custom Report Builder guide. Added customer to the Pulse Check customization beta list.",2024-08-23T09:00:00Z,False,False,False,0.0,,claude-sonnet-4-6
TK-0790,2024-12-05T09:30:00Z,Apex Retail Group,Growth,Smart Routing is assigning tickets to the wrong team,We enabled Smart Routing last month and initially it was working great — automatically assigning incoming tasks to the right team based on content. But over the past week it's been routing customer-facing tasks to our internal ops team and vice versa. Nothing changed in our routing rules. It's like the model got confused about which team handles what.,bug,high,Smart Routing uses a lightweight ML model trained on the customer's historical assignment patterns. The model was retrained on Dec 1 and picked up a batch of mis-routed tasks from November (when a team member was temporarily reassigned) as training data. Rolled back to the previous model version. Added a confidence threshold — assignments below 0.7 confidence go to a review queue instead of auto-routing. Smart Routing now performing correctly.,2024-12-05T14:00:00Z,False,False,False,0.0,,claude-sonnet-4-6
TK-0792,2024-07-18T11:00:00Z,Catalyst Robotics,Starter,What is Smart Routing and how do I enable it?,I saw a mention of 'Smart Routing' in your changelog but I can't find it anywhere in our workspace settings. What does it do exactly? Is it available on the Starter plan? We're a small team (10 people) and manually assigning tasks is taking up a lot of my time as the team lead.,onboarding,low,"Explained Smart Routing: AI-powered automatic task assignment based on historical patterns, team capacity, and task content analysis. Available on Growth and Enterprise plans only — not available on Starter. Recommended upgrade path if interested. For Starter plan: suggested using workflow automation rules for basic auto-assignment based on tags/labels. Sent automation guide (KB-1030).",2024-07-18T15:30:00Z,False,False,False,0.0,,claude-sonnet-4-6
TK-0794,2025-01-10T16:00:00Z,Zenith Marketing,Enterprise,Cascade permissions not flowing to sub-spaces,"We set up Cascade permissions on our main Marketing workspace so that permission changes at the top level would automatically flow down to all sub-spaces. But when I add someone to the parent workspace with Editor access, they only get Viewer access in the sub-spaces. The Cascade toggle is ON in workspace settings. Is this a bug or am I misunderstanding how Cascade works?",bug,medium,"Cascade permissions had a known edge case: if a sub-space was created BEFORE Cascade was enabled, it wouldn't retroactively apply the inheritance rules. Only sub-spaces created after enabling Cascade get proper permission flow. Workaround: disable Cascade, re-enable it, then click 'Apply to existing sub-spaces' in the confirmation dialog. This forces a retroactive sync. Filed ENG-4620 to make this automatic.",2025-01-11T10:00:00Z,False,False,False,0.0,,claude-sonnet-4-6
TK-0795,2024-10-28T14:00:00Z,Pinnacle Health,Growth,How does Cascade permission inheritance work?,"We're reorganizing our workspace hierarchy and considering enabling Cascade permissions. Before we do, can you explain exactly how it works? If I change a user's role at the workspace level, does that automatically update their role in every space, project, and channel below it? What about overrides — can a sub-space have different permissions than the parent?",onboarding,low,"Explained Cascade permissions: when enabled, role changes at any level propagate downward to all children. Key details: 1) Propagation is top-down only, 2) Sub-spaces can set explicit overrides that block inheritance for specific users, 3) Cascade respects the 'minimum access' principle — children can grant MORE but not LESS than parent level, 4) Changes propagate within 5 minutes. Sent KB-1098 Cascade Permissions deep-dive guide.",2024-10-29T09:00:00Z,False,False,False,0.0,,claude-sonnet-4-6
