ticket_id,created_at,customer_name,plan,subject,body,category,priority,resolution,resolved_at
TK-0402,2024-10-30T10:56:20Z,Luminos AI,Starter,Search results include deleted items,"When I search for contacts in the CRM module, I'm seeing contacts that were deleted weeks ago. They show up in search results but clicking on them gives a 404 error. This is confusing for our sales team who think these are active leads.",bug,medium,The search index wasn't being updated on soft-delete operations. The Elasticsearch index still contained documents with deleted_at timestamps. Ran a reindex job and added a filter to exclude soft-deleted records. Search results now clean.,2024-11-01T04:11:50.980614Z
TK-0403,2024-11-01T00:32:05Z,Streamline HR,Enterprise,Two-factor auth codes not being sent,Several of our users are not receiving their 2FA codes via SMS when trying to log in. We've verified the phone numbers are correct. This has been happening intermittently for the past 3 days. Some users are completely locked out.,bug,medium,SMS delivery issue traced to our Twilio integration — the sending number was flagged as spam by some carriers after a volume spike. Switched to a verified toll-free number and implemented retry logic with fallback to email-based 2FA. All affected users can now log in.,2024-11-02T05:45:42.443644Z
TK-0407,2024-11-01T06:58:02Z,Pinecrest Health,Growth,Need help understanding our billing cycle,Can you explain how our billing cycle works? We signed up mid-month and I'm confused about whether we get prorated for the first month or if we're charged for the full month.,bug,medium,Billing is prorated for the first month based on signup date. Subsequent months are full charges on the 1st. Sent detailed billing FAQ and invoice breakdown for their first month.,2024-10-30T14:58:02Z
TK-0411,2024-11-04T23:11:04Z,Aegis Compliance,Growth,Question about data retention after downgrade,"We're considering downgrading from Enterprise to Growth. What happens to our data? Specifically: archived projects, custom fields, and integration configurations. Will we lose anything? Need to understand the full impact before making a decision.",account,medium,"Detailed the downgrade impact: archived projects remain accessible (read-only for those exceeding Growth limits), custom fields preserved but limited to 20 (currently using 34), integrations limited to 5 active (currently 12). Sent full comparison doc. Recommended exporting before downgrade as a safety measure.",2024-11-06T16:58:13.192719Z
TK-0414,2024-11-05T11:13:29Z,Meridian SaaS Group,Growth,Export problems persist — data sync issue?,We're still having problems with data exports from Steadfast. This time the CSV export includes records that shouldn't be there — we're seeing tasks from other projects bleeding into our export. We're exporting Project Alpha but getting tasks from Project Beta too. This could be a data isolation problem.,integration,medium,The export filter was not properly scoping to the selected project when custom views were applied. The view filter and the export filter were being OR'd instead of AND'd. Fixed the query builder to properly intersect filters. Verified export isolation across all the customer's projects.,2024-11-06T21:14:38.521308Z
TK-0416,2024-11-06T10:44:55Z,TerraShift Engineering,Growth,Need help setting up Jira two-way sync,"We want to set up a two-way sync between Steadfast tasks and Jira issues. Specifically: when a task is created in Steadfast with the 'engineering' tag, it should create a Jira issue, and status changes should sync both ways. What's the best approach?",integration,low,"Walked through the Jira integration setup: 1) Install Steadfast Jira plugin from Atlassian Marketplace, 2) Configure project mapping (Steadfast projects → Jira projects), 3) Set up field mappings and sync rules, 4) Enable bidirectional status sync. Sent detailed setup guide. Note: two-way sync requires Growth plan or higher.",2024-11-06T17:02:10.443732Z
TK-0419,2024-11-06T13:35:35Z,Ember Analytics,Enterprise,Search is unusably slow with large datasets,"Global search across our workspace takes 15-20 seconds to return results. We have about 100,000 records. The search used to be instant when we had fewer records. At this point it's faster to manually browse than to search. Is there a way to speed this up?",performance,medium,The search index for the customer's workspace hadn't been rebalanced after a data migration. Triggered a search index rebuild (Elasticsearch reindex). Also enabled the search query cache for their workspace. Search time reduced to ~1s for most queries. Recommended using search filters to narrow scope for even faster results.,2024-11-06T20:57:36.535122Z
TK-0420,2024-11-08T00:36:02Z,Frostbyte Gaming,Growth,Team members can't see shared projects after joining,I've invited several new team members but they're saying they can't see any of the shared projects. I've added them to the team but projects aren't showing up. What am I missing? Do I need to add them to each project individually?,onboarding,low,Newly invited members need to be added to the appropriate permission group that has project access. Default 'Member' role has no project access. Steps: Settings > Teams > Select team > Add to permission group with project visibility. Also recommended setting up auto-assignment rules so new members inherit the right access. Sent KB-1022.,2024-11-09T04:37:59.687053Z
TK-0423,2024-11-08T20:28:20Z,Beacon Analytics,Growth,Mobile app extremely sluggish on Android,"The Steadfast Android app has become nearly unusable in the last few updates. Scrolling through task lists is choppy, transitions are laggy, and the app crashes when opening large projects (100+ tasks). We have Pixel 7 phones (plenty of RAM). iOS version works fine.",performance,high,Identified a memory leak in the Android list virtualization component introduced in v2.14.0. The task list was rendering all items instead of virtualizing the viewport. Fix deployed in v2.14.2: proper RecyclerView implementation with view recycling. Also reduced the initial data fetch size for large projects. Memory usage down 60%.,2024-11-09T11:02:16.429427Z
TK-0424,2024-11-09T03:00:14Z,Zenith Marketing,Growth,Dashboard takes 45+ seconds to load,"Our main dashboard has become extremely slow. It's taking over 45 seconds to load, sometimes timing out completely. This started about a week ago. We have a lot of data (50,000+ tasks, 200 users) but it was fine before. Is something wrong on your end?",performance,low,"Investigated and found the customer's dashboard had 12 widgets, several with unindexed custom field filters. Two issues: 1) A database query was doing a full table scan (added index on custom_field_values), 2) Widget data wasn't being cached. Added Redis caching for dashboard widget data (5-min TTL). Load time reduced from 45s to 3s.",2024-11-10T11:07:49.066225Z
TK-0427,2024-11-09T03:32:37Z,Summit Advisory,Starter,Google Calendar integration showing duplicate events,Every meeting scheduled in Steadfast is creating two events in Google Calendar. It's been happening for about a week. Deleting one copy deletes both. Our team's calendars are a mess with all these duplicates. We have 50+ meetings a week so this is a significant problem.,integration,high,"Root cause: a retry mechanism in the Google Calendar connector was not checking for idempotency. When the first API call succeeded but timed out, the retry created a duplicate. Added idempotency key to event creation requests. Cleaned up existing duplicates via batch API. Fix deployed in connector v1.9.2.",2024-11-09T21:10:40.340260Z
TK-0431,2024-11-11T03:13:52Z,Oakcrest Partners,Growth,Would love a dark mode option,We have several developers on our team who work late hours and the bright white interface is tough on the eyes. Is there any plan to add a dark mode? Even a simple theme toggle would be great. Several of our team members have asked about this.,feature_request,low,Logged as feature request FR-2891. Dark mode is on the Q3 roadmap (currently in design phase). Added customer to the beta notification list. Shared the public roadmap link for tracking.,2024-11-12T19:03:30.000036Z
TK-0434,2024-11-12T09:16:35Z,Foxglove Logistics,Growth,Not receiving email notifications for task assignments,Our team has stopped receiving email notifications when they're assigned to tasks. Notification settings are all enabled. We've checked spam folders — nothing there. This started about a week ago. We rely heavily on email notifications since not everyone checks the app regularly.,integration,medium,The customer's email domain was being rate-limited by our email service provider (SendGrid) due to a shared IP reputation issue. Moved the customer's notifications to a dedicated IP pool. Also found that 12 email addresses had hard-bounced and were being suppressed. Cleaned the suppression list after verifying the addresses were valid.,2024-11-13T07:54:43.404091Z
TK-0438,2024-11-12T12:00:44Z,Oakcrest Partners,Enterprise,Question about enterprise pricing tiers,We're evaluating whether to upgrade from Growth to Enterprise. Can you send over the current Enterprise pricing structure? Specifically interested in volume discounts for 500+ seats and what's included in the Enterprise SLA. Thanks!,billing,low,"Sent Enterprise pricing sheet (v2024-Q4). Key points: $38/seat/month at 500+ seats, 99.95% SLA, dedicated CSM, priority support queue. Looped in sales (Sarah K.) for a deeper pricing conversation.",2024-11-14T04:09:44.043600Z
TK-0440,2024-11-12T18:50:45Z,Apex Retail Group,Enterprise,Team members can't see shared projects after joining,I've invited several new team members but they're saying they can't see any of the shared projects. I've added them to the team but projects aren't showing up. What am I missing? Do I need to add them to each project individually?,onboarding,medium,Newly invited members need to be added to the appropriate permission group that has project access. Default 'Member' role has no project access. Steps: Settings > Teams > Select team > Add to permission group with project visibility. Also recommended setting up auto-assignment rules so new members inherit the right access. Sent KB-1022.,2024-11-14T04:36:00.917663Z
TK-0442,2024-11-13T05:58:58Z,Mosaic Creative,Growth,Would be great to have recurring tasks,"We have many tasks that repeat on a weekly or monthly basis — status reports, server checks, client check-ins. Right now we manually create these each time. A recurring task feature with customizable schedules would save us significant time.",feature_request,medium,"Feature request FR-2938. Recurring tasks are on the roadmap for Q3. As a workaround, shared our Zapier integration template that creates tasks on a schedule using Zapier's recurring trigger. Not ideal but functional in the interim.",2024-11-15T05:49:40.170432Z
TK-0445,2024-11-14T10:57:38Z,Nexbridge Consulting,Growth,Calculated fields returning #ERROR,"Custom calculated fields in our project tracker are all showing #ERROR instead of values. These are simple formulas like SUM and AVERAGE across numeric columns. They were working fine until this morning. Affects all projects, not just one.",bug,low,The formula evaluation engine was updated overnight and introduced a type coercion bug — numeric strings weren't being cast before arithmetic. Reverted the engine to the previous version and scheduled a proper fix. All calculated fields restored.,2024-11-14T19:12:09.835085Z
TK-0448,2024-11-14T15:37:03Z,Silverlake Insurance,Enterprise,First time setting up — need guidance,"Hi, we just signed up for Steadfast last week and I'm the admin responsible for getting everything set up. Feeling a bit overwhelmed. We have about 80 users to onboard. Where should I start? Is there a recommended setup sequence?",onboarding,medium,"Sent our Admin Onboarding Checklist (KB-1001). Recommended sequence: 1) Configure workspace settings, 2) Set up permission groups, 3) Create project templates, 4) Invite pilot group (5-10 users), 5) Run pilot for 1 week, 6) Full rollout. Offered a free onboarding call with our CS team. Scheduled for Thursday.",2024-11-16T08:29:40.694716Z
TK-0450,2024-11-19T04:46:11Z,Trident Logistics,Growth,Suspicious login attempts on admin account,We're seeing failed login attempts on our admin account from unfamiliar IP addresses. The attempts are happening at odd hours (2-4 AM our time) from IPs in countries where we don't operate. Want to make sure our account hasn't been compromised and understand what protections are in place.,security,medium,"Reviewed login audit log. Found 23 failed attempts from 5 IPs over the past week — all blocked by rate limiting. No successful unauthorized logins. Recommended: 1) Enable 2FA on all admin accounts immediately, 2) Enable IP allowlisting, 3) Rotate admin password. Added the suspicious IPs to our global blocklist. Escalated to security team for monitoring.",2024-11-19T08:18:16.166374Z
TK-0451,2024-11-19T13:13:11Z,Verdant Agriculture,Growth,Confused about workspace vs project structure,"I'm trying to organize our company in Steadfast but I'm confused about the hierarchy. What's the difference between a workspace, a space, and a project? We have 4 departments each with multiple teams. How should I structure this? Don't want to set it up wrong and have to redo everything.",onboarding,low,"Explained the hierarchy: Workspace (company-level) > Spaces (departments) > Projects (team/initiative-level). For their setup: 4 spaces for departments, projects within each for ongoing initiatives. Sent our 'Workspace Architecture Guide' (KB-1008). Recommended starting with one department as a pilot.",2024-11-21T10:42:02.021145Z
TK-0453,2024-11-22T08:06:00Z,Ironpeak Systems,Enterprise,Bulk operations timing out,"Trying to do bulk updates on 500+ tasks (changing status, assigning to team) and the operation times out every time. The loading spinner goes for about 2 minutes then I get a gateway timeout error. Doing them one by one would take hours. Need this fixed urgently.",performance,high,"Bulk operations over 200 items were hitting the 120s timeout on the API gateway. Two fixes: 1) Changed bulk operations to async processing (job queue) with progress tracking, 2) Increased batch size per API call from 50 to 200. Customer can now bulk-update 500 tasks in ~15s. Job status visible in Settings > Background Jobs.",2024-11-23T17:25:55.704009Z
TK-0455,2024-11-22T08:18:42Z,Frostbyte Gaming,Enterprise,Potential data breach — unauthorized access detected,Our security monitoring detected successful logins from an IP address in Romania that doesn't belong to any of our employees. The account accessed appears to have downloaded several project files containing client PII. This may be a data breach and we need to contain it immediately.,security,critical,"Escalated to Tier 2 security team immediately. Actions taken: 1) Suspended the compromised account, 2) Revoked all active sessions for the workspace, 3) Enabled forced password reset for all users, 4) Provided access logs for the suspicious IP. Preliminary analysis: credentials likely obtained via phishing. Provided breach notification template and timeline for the customer's legal team.",2024-11-22T21:04:32.887582Z
TK-0456,2024-11-22T18:57:15Z,Radiant Energy,Starter,Webhook payloads missing customer_id field,"Since your last update, the webhook payloads for 'invoice.paid' events no longer include the customer_id field. Our integration relies on this field to match payments to our internal records. This is breaking our automated reconciliation process.",bug,high,Confirmed regression introduced in API v2.8.0. The customer_id field was inadvertently removed during a payload schema migration. Restored the field and added it to the API contract tests. Patch released in v2.8.1. Backfilled missed webhooks for the last 48 hours.,2024-11-23T08:52:37.120426Z
TK-0458,2024-11-22T22:59:55Z,Ironclad Security,Starter,Question about data retention after downgrade,"We're considering downgrading from Enterprise to Growth. What happens to our data? Specifically: archived projects, custom fields, and integration configurations. Will we lose anything? Need to understand the full impact before making a decision.",account,low,"Detailed the downgrade impact: archived projects remain accessible (read-only for those exceeding Growth limits), custom fields preserved but limited to 20 (currently using 34), integrations limited to 5 active (currently 12). Sent full comparison doc. Recommended exporting before downgrade as a safety measure.",2024-11-24T08:42:34.860086Z
TK-0460,2024-11-23T04:49:03Z,Beacon Analytics,Enterprise,API returning 500 error on POST /v2/tasks,Our integration is getting consistent 500 Internal Server Error responses when calling POST /v2/tasks. The request body is valid JSON matching your API spec. Started about 2 hours ago. GET requests work fine. This is blocking our automated task creation pipeline.,bug,critical,The GET /v2/reports endpoint was returning 500 errors due to a database connection pool exhaustion issue during peak hours. Increased the connection pool size from 20 to 50 and added connection timeout handling. The reports endpoint is responding normally now.,2024-11-24T23:30:37.690528Z
TK-0461,2024-11-24T04:56:03Z,Northwind Logistics,Enterprise,Team members can't see shared projects after joining,I've invited several new team members but they're saying they can't see any of the shared projects. I've added them to the team but projects aren't showing up. What am I missing? Do I need to add them to each project individually?,onboarding,medium,Newly invited members need to be added to the appropriate permission group that has project access. Default 'Member' role has no project access. Steps: Settings > Teams > Select team > Add to permission group with project visibility. Also recommended setting up auto-assignment rules so new members inherit the right access. Sent KB-1022.,2024-11-25T06:11:22.257935Z
TK-0462,2024-11-24T05:12:44Z,Luminos AI,Growth,Multi-language support for customer portal,"We operate in 12 countries and our customer-facing portal needs to support multiple languages. Currently everything is English-only. At minimum we need Spanish, French, German, and Japanese. Is i18n on your roadmap?",feature_request,medium,Feature request FR-2945. Internationalization is a major initiative planned for H2 2025. Spanish and French are first priorities. Added customer to the i18n advisory group for input on translation priorities. Shared API option for custom label overrides as a partial workaround.,2024-11-24T19:40:27.760307Z
TK-0466,2024-11-24T14:16:23Z,Evergreen SaaS,Starter,Mobile app extremely sluggish on Android,"The Steadfast Android app has become nearly unusable in the last few updates. Scrolling through task lists is choppy, transitions are laggy, and the app crashes when opening large projects (100+ tasks). We have Pixel 7 phones (plenty of RAM). iOS version works fine.",performance,high,Identified a memory leak in the Android list virtualization component introduced in v2.14.0. The task list was rendering all items instead of virtualizing the viewport. Fix deployed in v2.14.2: proper RecyclerView implementation with view recycling. Also reduced the initial data fetch size for large projects. Memory usage down 60%.,2024-11-24T20:29:24.118984Z
TK-0469,2024-11-25T10:52:42Z,Northwind Logistics,Growth,Need help setting up Jira two-way sync,"We want to set up a two-way sync between Steadfast tasks and Jira issues. Specifically: when a task is created in Steadfast with the 'engineering' tag, it should create a Jira issue, and status changes should sync both ways. What's the best approach?",integration,medium,"Walked through the Jira integration setup: 1) Install Steadfast Jira plugin from Atlassian Marketplace, 2) Configure project mapping (Steadfast projects → Jira projects), 3) Set up field mappings and sync rules, 4) Enable bidirectional status sync. Sent detailed setup guide. Note: two-way sync requires Growth plan or higher.",2024-11-25T13:35:03.562215Z
TK-0473,2024-11-25T17:38:50Z,BrightPath Analytics,Enterprise,Reports crashing with timeout error,"Following up on our slow reports issue. It's gotten worse — now reports are crashing completely with a 'Request Timeout' error after about 5 minutes. We can't generate any of our standard reports. This is our second time reporting this issue and it's impacting our daily operations. We need a permanent fix, not a band-aid.",bug,high,The previous index fix addressed the symptom but not the root cause. The report engine was loading entire result sets into memory. Refactored to stream results and paginate the aggregation. Also increased the gateway timeout from 300s to 600s for report endpoints. Reports now complete reliably in under 60s regardless of dataset size.,2024-11-27T14:27:54.769827Z
TK-0474,2024-11-27T05:00:21Z,Aegis Compliance,Enterprise,REST API returning 429 errors during peak hours,We're getting 429 (Too Many Requests) errors from your API between 9-11 AM when our team is most active. We're making about 200 requests per minute across our integration services. The rate limit headers show a 100/min limit. This is blocking our automated workflows.,integration,critical,Current rate limit for Growth plan is 100 req/min. Analyzed their usage pattern and found redundant polling that could be replaced with webhooks. Helped restructure to use webhooks for real-time events and reduce API polling to 40 req/min. Also applied a temporary rate limit bump to 200/min while they implement changes.,2024-11-29T02:34:14.258935Z
TK-0476,2024-11-28T14:00:14Z,Delta Compliance,Growth,File upload silently fails for files over 10MB,"Trying to upload customer contracts (PDF, typically 15-25MB) and the upload appears to complete but the file never shows up in the document list. No error message. Smaller files under 10MB upload fine. We've tried multiple file types. Delta Compliance needs this for our document management workflow.",bug,high,The upload proxy had a 10MB body limit that wasn't surfaced to the UI. Increased limit to 50MB and added proper error messaging for files exceeding the limit. Also added a progress indicator for large uploads. Config: nginx client_max_body_size updated.,2024-11-29T12:19:33.764388Z
TK-0477,2024-11-28T16:28:28Z,Ironpeak Systems,Growth,How to import data from our old project management tool,"We're migrating from Asana to Steadfast. We have about 2,000 tasks across 15 projects that need to come over. Is there an import tool? We also need to preserve assignees, due dates, and custom fields if possible. What format does the import expect?",onboarding,critical,"Shared our migration guide (KB-1015). Three options: 1) CSV import (manual but flexible), 2) Asana direct import tool (Settings > Import > Asana), 3) API-based migration for full fidelity. Recommended option 2 for their volume. Custom field mapping supported for up to 20 fields. Offered migration assistance session.",2024-11-30T11:55:48.280548Z
TK-0479,2024-11-29T12:23:30Z,Aurora Creative,Growth,Webhook payloads missing customer_id field,"Since your last update, the webhook payloads for 'invoice.paid' events no longer include the customer_id field. Our integration relies on this field to match payments to our internal records. This is breaking our automated reconciliation process.",bug,low,Confirmed regression introduced in API v2.8.0. The customer_id field was inadvertently removed during a payload schema migration. Restored the field and added it to the API contract tests. Patch released in v2.8.1. Backfilled missed webhooks for the last 48 hours.,2024-12-01T08:41:26.092383Z
TK-0483,2024-11-30T02:39:40Z,Ember Analytics,Growth,Best practices for setting up workflows,"We want to use Steadfast's workflow automation but need guidance on best practices. We have about 10 standard processes we want to automate — things like approval chains, task escalation, and notification rules. Where should I start? Any templates available?",onboarding,medium,"Sent our Workflow Best Practices guide (KB-1030). Recommended starting with their simplest process to learn the builder. Shared 5 workflow templates: approval chain, task escalation, SLA notification, onboarding sequence, and review cycle. Key tip: test workflows in their sandbox workspace first. Offered a workflow design session.",2024-12-01T01:00:09.655371Z
TK-0487,2024-11-30T03:32:32Z,Skyward Freight,Enterprise,Critical integration failure disrupting our supply chain,"Our Steadfast-to-SAP integration that drives our supply chain scheduling has been failing for the past 4 hours. Every minute this is down, we're accumulating delays in manufacturing orders. We're an Enterprise customer with an SLA and this is a P1 issue for us. Need someone on this NOW.",integration,critical,P1 escalation. SAP connector was failing due to an expired OAuth token that wasn't auto-refreshing. Root cause: a certificate rotation on the customer's SAP instance invalidated the stored credentials. Helped reconfigure the OAuth flow with new certificates. Backfilled 4 hours of missed sync events. Full pipeline restored in 47 minutes. Post-incident review scheduled.,2024-12-01T23:07:30.150396Z
TK-0491,2024-12-01T16:27:29Z,Trident Logistics,Enterprise,Slack notifications not posting to the right channel,We configured Slack notifications to post to #ops-alerts but they're going to #general instead. We've reconfigured it twice and it reverts each time. This is causing noise in our general channel and our ops team is missing critical alerts.,integration,low,"Found a bug where the Slack channel selector was saving the channel name but not the channel ID. When Slack's API resolved the name, it was matching a different #general channel from a shared workspace. Fix: updated integration to store and use channel ID. Reconfigured correctly.",2024-12-03T02:53:54.737098Z
TK-0493,2024-12-02T21:30:33Z,Summit Advisory,Growth,Request for Gantt chart view,We use Steadfast for project management but really need a Gantt chart view to visualize project timelines and dependencies. Currently we export to MS Project for this which is clunky. Having it native in Steadfast would streamline our workflow significantly.,feature_request,low,"Feature request FR-2923. Gantt view has been our #2 most requested feature. Currently in development, expected beta in Q2. Added to the notification list. Shared a third-party Gantt integration (ChartGantt) that works with our API as a stopgap.",2024-12-04T05:13:14.520197Z
TK-0496,2024-12-03T12:45:31Z,Keystone Education,Starter,Would love a dark mode option,We have several developers on our team who work late hours and the bright white interface is tough on the eyes. Is there any plan to add a dark mode? Even a simple theme toggle would be great. Several of our team members have asked about this.,feature_request,low,Logged as feature request FR-2891. Dark mode is on the Q3 roadmap (currently in design phase). Added customer to the beta notification list. Shared the public roadmap link for tracking.,2024-12-03T20:00:23.830504Z
TK-0499,2024-12-03T21:56:23Z,Silverlake Insurance,Starter,Multi-language support for customer portal,"We operate in 12 countries and our customer-facing portal needs to support multiple languages. Currently everything is English-only. At minimum we need Spanish, French, German, and Japanese. Is i18n on your roadmap?",feature_request,medium,Feature request FR-2945. Internationalization is a major initiative planned for H2 2025. Spanish and French are first priorities. Added customer to the i18n advisory group for input on translation priorities. Shared API option for custom label overrides as a partial workaround.,2024-12-04T20:12:04.632971Z
TK-0502,2024-12-04T00:26:05Z,Streamline HR,Growth,AWS S3 backup integration failing silently,We configured the S3 backup integration last month but just realized no backups have actually been created. The integration status shows 'active' but the S3 bucket is empty. We need reliable backups for compliance. Can you investigate?,integration,low,The S3 integration was failing on the PutObject call due to a bucket policy that required server-side encryption (SSE-KMS) but our integration was using SSE-S3. Updated the backup service to respect the customer's bucket encryption settings. First backup completed successfully. Added monitoring for backup job failures.,2024-12-05T17:24:37.638748Z
TK-0503,2024-12-05T03:08:50Z,Dawnbreak Studios,Starter,Need to enable IP allowlisting for our account,"Our security team requires that we restrict access to Steadfast from specific IP ranges only. We need to allowlist our office IPs and VPN ranges. Is this possible? If so, how do we configure it? This is a requirement for our security compliance.",security,high,"IP allowlisting is available on Enterprise plan. Settings: Admin > Security > IP Allowlist. Added customer's IP ranges: 203.0.113.0/24 (office), 198.51.100.0/24 (VPN). Note: ensure VPN IPs are included to avoid lockouts. Sent our IP restriction best practices doc (KB-2001).",2024-12-07T01:38:48.803013Z
TK-0504,2024-12-05T09:13:19Z,ClearEdge Financial,Growth,Salesforce sync stopped working after update,Our Salesforce integration hasn't synced any data since last Tuesday. We updated Salesforce to their Spring '25 release the day before. No errors showing in the integration dashboard but the last sync timestamp is stuck on March 4. We depend on this for our sales pipeline visibility.,integration,medium,Salesforce Spring '25 changed their OAuth token refresh flow. Our integration was using a deprecated endpoint. Updated the Salesforce connector to use the new token endpoint. Triggered a full resync. All records caught up within 2 hours. Added monitoring alert for sync staleness.,2024-12-07T08:18:47.511159Z
TK-0506,2024-12-08T15:19:15Z,NovaTech Solutions,Growth,Would be great to have recurring tasks,"We have many tasks that repeat on a weekly or monthly basis — status reports, server checks, client check-ins. Right now we manually create these each time. A recurring task feature with customizable schedules would save us significant time.",feature_request,low,"Feature request FR-2938. Recurring tasks are on the roadmap for Q3. As a workaround, shared our Zapier integration template that creates tasks on a schedule using Zapier's recurring trigger. Not ideal but functional in the interim.",2024-12-08T22:02:23.514308Z
TK-0507,2024-12-09T07:35:39Z,Foxglove Logistics,Starter,Bulk operations timing out,"Trying to do bulk updates on 500+ tasks (changing status, assigning to team) and the operation times out every time. The loading spinner goes for about 2 minutes then I get a gateway timeout error. Doing them one by one would take hours. Need this fixed urgently.",performance,low,"Bulk operations over 200 items were hitting the 120s timeout on the API gateway. Two fixes: 1) Changed bulk operations to async processing (job queue) with progress tracking, 2) Increased batch size per API call from 50 to 200. Customer can now bulk-update 500 tasks in ~15s. Job status visible in Settings > Background Jobs.",2024-12-09T14:56:08.551608Z
TK-0509,2024-12-09T18:30:18Z,Dawnbreak Studios,Enterprise,Request to merge two duplicate accounts,We somehow ended up with two separate Steadfast accounts — one from when our marketing team signed up independently and one from our IT-managed deployment. Can these be merged? We want to consolidate under the IT-managed account and migrate the marketing team's projects.,account,medium,"Account merge is a manual process. Initiated merge request (MERGE-0891). Plan: export marketing account projects, import into IT account, redirect SSO. Timeline: 3-5 business days. Sent pre-merge checklist for customer to verify data before migration.",2024-12-10T16:38:30.867807Z
TK-0513,2024-12-11T06:35:41Z,Luminos AI,Growth,Best practices for setting up workflows,"We want to use Steadfast's workflow automation but need guidance on best practices. We have about 10 standard processes we want to automate — things like approval chains, task escalation, and notification rules. Where should I start? Any templates available?",onboarding,high,"Sent our Workflow Best Practices guide (KB-1030). Recommended starting with their simplest process to learn the builder. Shared 5 workflow templates: approval chain, task escalation, SLA notification, onboarding sequence, and review cycle. Key tip: test workflows in their sandbox workspace first. Offered a workflow design session.",2024-12-13T02:35:05.485054Z
TK-0515,2024-12-13T22:09:08Z,Foxglove Logistics,Growth,Email alerts missing again — different issue this time,"Email notifications have stopped working AGAIN. Last time you said it was a SendGrid issue and it was fixed. But now it's back and it's different — we're receiving some notifications but not others. Specifically, task assignment emails work but comment notifications and due date reminders don't come through at all.",bug,high,"The notification service had a queue processing bug where only 'high priority' events (task assignments) were being processed during high load, while 'normal priority' events (comments, reminders) were being dropped. Fixed the queue consumer to process all priority levels. Also added dead letter queue for failed notifications with retry logic.",2024-12-14T01:01:35.043341Z
TK-0516,2024-12-15T04:00:39Z,Aurora Creative,Enterprise,Need to export our project data for a board meeting,"I need to export a comprehensive project status report for our board of directors meeting next Friday. Need it as a PDF with charts showing progress, timeline, and budget utilization. Is there a built-in way to do this?",account,critical,"Guided through Reports > Executive Summary template. Customized with their specific project data, added Gantt chart and budget utilization views. Exported as PDF. Also set up a recurring monthly export for future board meetings. Sent formatting guide for executive reports.",2024-12-16T17:28:15.853692Z
TK-0520,2024-12-15T11:27:22Z,Primewave Telecom,Enterprise,Request for custom branding on our workspace,We'd like to add our company logo and brand colors to our Steadfast workspace. Is this possible? Just cosmetic changes — logo in the header and our brand blue (#003366) as the accent color.,feature_request,critical,Custom branding is available on Enterprise plan. Settings > Workspace > Branding. Uploaded customer's logo and configured accent color. Changes visible to all workspace users within 5 minutes.,2024-12-16T06:06:00.732755Z
TK-0524,2024-12-16T01:05:51Z,Aurora Creative,Growth,Need ability to bulk-assign tasks,"Currently I have to assign tasks one at a time. With 200+ tasks to reassign during our team restructure, this is extremely tedious. A bulk selection and assign feature would save us hours. Even a CSV import for assignments would work.",feature_request,low,"Feature request logged as FR-2904. Bulk operations are a priority for Q2. As a workaround, shared our API endpoint for batch task updates (POST /v2/tasks/batch) which can be used with a simple script. Sent example code.",2024-12-16T12:01:01.453758Z
TK-0526,2024-12-17T08:47:39Z,Helix Biotech,Starter,Mobile push notifications arriving hours late,"Push notifications on the mobile app are arriving 3-6 hours after the actual event. I get notified about task assignments and comments way after they happened. My notification settings are correct and I have all alerts enabled. Android phone, latest app version.",bug,medium,The email notification service was backed up due to a queue processing bottleneck. Scaled up the email worker pool from 2 to 8 instances and cleared the backlog. Email notifications should now arrive within minutes of the triggering event.,2024-12-17T17:34:19.937432Z
TK-0529,2024-12-20T10:51:59Z,Thunderbolt Media,Starter,Two-factor auth codes not being sent,Several of our users are not receiving their 2FA codes via SMS when trying to log in. We've verified the phone numbers are correct. This has been happening intermittently for the past 3 days. Some users are completely locked out.,bug,high,SMS delivery issue traced to our Twilio integration — the sending number was flagged as spam by some carriers after a volume spike. Switched to a verified toll-free number and implemented retry logic with fallback to email-based 2FA. All affected users can now log in.,2024-12-21T11:09:28.266027Z
TK-0530,2024-12-26T09:12:59Z,Keystone Education,Enterprise,Need to set up role-based access control,"We're restructuring our Steadfast permissions and need to implement proper RBAC. We have 5 distinct roles: Admin, Manager, Team Lead, Contributor, and Viewer. Each should have different access levels to projects, reports, and settings. How do I set this up?",security,low,"Walked through RBAC setup: Admin > Permissions > Custom Roles. Created 5 role definitions with specific permission sets. Key permissions configured: project CRUD, report access, settings management, user management, billing access. Sent our RBAC configuration template. Recommended quarterly reviews of role assignments.",2024-12-26T16:54:05.294808Z
TK-0531,2024-12-27T00:08:06Z,Delta Compliance,Enterprise,Request for Gantt chart view,We use Steadfast for project management but really need a Gantt chart view to visualize project timelines and dependencies. Currently we export to MS Project for this which is clunky. Having it native in Steadfast would streamline our workflow significantly.,feature_request,medium,"Feature request FR-2923. Gantt view has been our #2 most requested feature. Currently in development, expected beta in Q2. Added to the notification list. Shared a third-party Gantt integration (ChartGantt) that works with our API as a stopgap.",2024-12-28T13:46:06.624182Z
